iter	MultiClass
285	0.03885226764
286	0.03865801844
287	0.03847941913
288	0.03833286545
289	0.03815478163
290	0.03793163692
291	0.03776634884
292	0.03758506475
293	0.0374071075
294	0.0372724895
295	0.03707157531
296	0.03689276654
297	0.03677331399
298	0.03663878888
299	0.03652411185
300	0.03638499227
301	0.03621810189
302	0.03606783463
303	0.03592527539
304	0.03575669667
305	0.03560677357
306	0.03546549968
307	0.035335426
308	0.03520176788
309	0.03505727071
310	0.03491968523
311	0.03480373589
312	0.03467713678
313	0.03455598791
314	0.03442459306
315	0.03431863827
316	0.03417115073
317	0.03404799693
318	0.03393105221
319	0.03380071514
320	0.03367165447
321	0.03353384121
322	0.03340450881
323	0.03326816666
324	0.03316643697
325	0.03303188905
326	0.03290092507
327	0.03272014868
328	0.03259860222
329	0.03246911674
330	0.03232531677
331	0.03219190589
332	0.03206161715
333	0.03193056578
334	0.03181154558
335	0.03169990931
336	0.03157132979
337	0.03145629769
338	0.03135684173
339	0.0312581877
340	0.03114368987
341	0.03104123329
342	0.03092500418
343	0.03083684632
344	0.03065468199
345	0.03051853924
346	0.03042975772
347	0.03033109697
348	0.03022254515
349	0.0301142444
350	0.03003814652
351	0.02993281365
352	0.0298440377
353	0.02972065691
354	0.02963007283
355	0.0295319604
356	0.02941586159
357	0.02929283901
358	0.02919654219
359	0.02911516127
360	0.02903978779
361	0.02893383636
362	0.02883761762
363	0.02876233393
364	0.02868131461
365	0.02859922115
366	0.02851193372
367	0.02842020661
368	0.02830704928
369	0.02820589405
370	0.02809315488
371	0.02798861468
372	0.02789805086
373	0.02776340075
374	0.02764359384
375	0.02751223384
376	0.0274410412
377	0.02735536085
378	0.02727765587
379	0.02720169845
380	0.02712259266
381	0.02701346555
382	0.02694857021
383	0.02685753352
384	0.02677993852
385	0.02669378783
386	0.0266326512
387	0.02654633744
388	0.0264800712
389	0.02639671037
390	0.02630091162
391	0.02621414573
392	0.02613437481
393	0.02606461314
394	0.02598032177
395	0.02589518292
396	0.02582844612
397	0.02575984729
398	0.02564561231
399	0.02556414536
400	0.02550436126
401	0.02542536247
402	0.02532872156
403	0.02526816131
404	0.02519748673
405	0.02511570627
406	0.02504394536
407	0.02493631528
408	0.02485217673
409	0.02475605694
410	0.02467341193
411	0.02459644201
412	0.02452242661
413	0.02447313999
414	0.02437375645
415	0.02430218902
416	0.02421999368
417	0.02413113741
418	0.02407485854
419	0.0240075473
420	0.02394114623
421	0.02388652962
422	0.02381883965
423	0.02375433865
424	0.02368987308
425	0.02363005618
426	0.02356499289
427	0.0235168399
428	0.02345101252
429	0.02334926989
430	0.02329142088
431	0.02321689644
432	0.02314187426
433	0.02307037497
434	0.0230063945
435	0.02295004848
436	0.0228821153
437	0.02282190514
438	0.02275468025
439	0.02270206067
440	0.02264343281
441	0.02258168043
442	0.02251169208
443	0.02242972142
444	0.02236675717
445	0.02231273045
446	0.02225039546
447	0.02218817023
448	0.0221424361
449	0.02208321902
450	0.02201640053
451	0.0219586963
452	0.02190447846
453	0.02186650103
454	0.02179518933
455	0.02174244669
456	0.0216881096
457	0.02162916887
458	0.02155587198
459	0.02150936205
460	0.02145417733
461	0.02140014127
462	0.0213462537
463	0.02129414118
464	0.02123646619
465	0.02118060504
466	0.02113390275
467	0.02106976761
468	0.02101607507
469	0.0209500737
470	0.02089385673
471	0.02084168698
472	0.02079215441
473	0.02074799635
474	0.0206916739
475	0.02064327552
476	0.02059182094
477	0.02054120193
478	0.02047803652
479	0.02042000922
480	0.02036821213
481	0.02032263526
482	0.02028268047
483	0.0202316006
484	0.02015901881
485	0.02010214096
486	0.02005189085
487	0.02000179985
488	0.01994864205
489	0.01990635965
490	0.0198534288
491	0.01980019853
492	0.01975147284
493	0.01970514658
494	0.01965615634
495	0.01962257324
496	0.01957613207
497	0.01953401965
498	0.01948765892
499	0.01944617679
500	0.01939530172
501	0.01934630302
502	0.01929725161
503	0.01924975327
504	0.01920820759
505	0.01916696801
506	0.01912913935
507	0.01908915246
508	0.01905213838
509	0.01901272863
510	0.01897017709
511	0.01892848266
512	0.01887951339
513	0.01883252569
514	0.01879077076
515	0.0187436291
516	0.01866432674
517	0.01862871423
518	0.01859441618
519	0.01855136034
520	0.01850745853
521	0.01846421488
522	0.01841589332
523	0.01836611495
524	0.01831952562
525	0.0182853686
526	0.01824683324
527	0.0182154659
528	0.01818504288
529	0.01814742979
530	0.01810430466
531	0.01806350422
532	0.01802517485
533	0.01798564561
534	0.01795257063
535	0.01788044427
536	0.01784512145
537	0.01781141625
538	0.017768211
539	0.0177343544
540	0.01769900154
541	0.01766061717
542	0.01762662442
543	0.01757965483
544	0.01754883605
545	0.01751693955
546	0.01748254195
547	0.01744620044
548	0.01741010077
549	0.01738222974
550	0.01734515974
551	0.01731015533
552	0.01727472905
553	0.01720783848
554	0.01717200586
555	0.01713505701
556	0.01709767574
557	0.01706070668
558	0.01703567134
559	0.01700223613
560	0.01697547572
561	0.01693963735
562	0.01691171302
563	0.01688445228
564	0.01685145935
565	0.01681111578
566	0.01677697334
567	0.01674799429
568	0.01671401852
569	0.01668581431
570	0.01665282511
571	0.01661748289
572	0.01658927443
573	0.01656262243
574	0.01653251445
575	0.01650966598
576	0.01647836701
577	0.01644515342
578	0.01641613223
579	0.01638716367
580	0.01636120636
581	0.01633604205
582	0.01630394789
583	0.01628326522
584	0.01625237643
585	0.01622130375
586	0.01618884998
587	0.01615818408
588	0.01612223325
589	0.01609478033
590	0.0160681642
591	0.01603537036
592	0.01600551011
593	0.01597464765
594	0.01593858605
595	0.01589194875
596	0.01586471181
597	0.0158197277
598	0.01579462733
599	0.01575018654
600	0.01571407184
601	0.01568692263
602	0.01565789452
603	0.01562669243
604	0.0155986313
605	0.01557213266
606	0.01554363944
607	0.0155068672
608	0.01548665231
609	0.01545495781
610	0.01542176909
611	0.01539138952
612	0.01536429582
613	0.01533146888
614	0.01530406997
615	0.01527645293
616	0.01525436036
617	0.01522178526
618	0.0151898115
619	0.01517025412
620	0.01514897556
621	0.01512071953
622	0.01509730439
623	0.01506924896
624	0.01504431624
625	0.01501875487
626	0.01498521237
627	0.0149586817
628	0.01493373342
629	0.01490326607
630	0.01487117485
631	0.01484484872
632	0.01482269443
633	0.01479056191
634	0.014767648
635	0.01474072521
636	0.01471228288
637	0.0146710426
638	0.01464774752
639	0.01462108438
640	0.01458169342
641	0.01453987573
642	0.01450704933
643	0.01447849685
644	0.01444740475
645	0.01442035178
646	0.01440293571
647	0.01437872868
648	0.01434871269
649	0.01432271863
650	0.01429740757
651	0.01427310966
652	0.01424139459
653	0.01422045618
654	0.01419339793
655	0.01416961306
656	0.01414601584
657	0.01412403794
658	0.0141027785
659	0.01406331469
660	0.01403943872
661	0.01401126197
662	0.01398143264
663	0.0139581542
664	0.01393526453
665	0.01391006088
666	0.01388780575
667	0.01386111075
668	0.01384124241
669	0.01382260603
670	0.01380449213
671	0.01376994567
672	0.01374477956
673	0.01372479392
674	0.01370371972
675	0.01368543268
676	0.01365578305
677	0.01363664133
678	0.0136145245
679	0.01358534
680	0.01355894486
681	0.01353211231
682	0.01351573761
683	0.01349801904
684	0.01347510406
685	0.01345436227
686	0.01343103557
687	0.01340847891
688	0.01338471971
689	0.01336206138
690	0.01332293907
691	0.01330274762
692	0.01327678455
693	0.01325490929
694	0.01323392851
695	0.01321391372
696	0.01319231889
697	0.01317379883
698	0.01315198254
699	0.01312824993
700	0.01310348944
701	0.0130838895
702	0.01306454573
703	0.01304676575
704	0.0130264322
705	0.01300600124
706	0.01299291758
707	0.01297688851
708	0.01296125643
709	0.01292531711
710	0.0129041361
711	0.01288375836
712	0.01286510655
713	0.01284567699
714	0.01282522391
715	0.01280876272
716	0.01279000069
717	0.01277378154
718	0.01275713805
719	0.01273770409
720	0.01272263636
721	0.01270353538
722	0.01268361389
723	0.01266137981
724	0.01264635142
725	0.01262577404
726	0.01260843236
727	0.01258689245
728	0.01256292695
729	0.01253982275
730	0.01251981032
731	0.01250375316
732	0.01249039545
733	0.01247134052
734	0.01245072351
735	0.01243157378
736	0.01241502668
737	0.01240130856
738	0.01238441378
739	0.01236588674
740	0.01234812706
741	0.01233027109
742	0.01231501947
743	0.01229790058
744	0.01227725412
745	0.0122570985
746	0.01224038964
747	0.01222385843
748	0.01220086114
749	0.01218250061
750	0.01216436934
751	0.01214589796
752	0.01212796475
753	0.01211292071
754	0.01209314734
755	0.0120775037
756	0.01206287041
757	0.01204784275
758	0.01203154563
759	0.01201851974
760	0.01199712232
761	0.01197464084
762	0.01196072744
763	0.01194607161
764	0.01192990771
765	0.01191428877
766	0.01189672331
767	0.01187086713
768	0.01184269761
769	0.01182612133
770	0.01180597999
771	0.01179160274
772	0.01177473484
773	0.01175555896
774	0.01173411957
775	0.01171379987
776	0.01169861633
777	0.01168155677
778	0.01166388809
779	0.01165187105
780	0.01164045232
781	0.01162353495
782	0.01161055727
783	0.01159773677
784	0.01158124082
785	0.0115651365
786	0.01154913
787	0.01153123185
788	0.01151362623
789	0.01149595185
790	0.01148131379
791	0.01146788462
792	0.01144969071
793	0.0114253158
794	0.01141195285
795	0.01140113917
796	0.01138107929
797	0.01136120971
798	0.01134568845
799	0.01132951961
800	0.01131584701
801	0.01129996401
802	0.01128556222
803	0.01126857292
804	0.0112541444
805	0.01123869449
806	0.01122778934
807	0.01120831887
808	0.01119078378
809	0.01117493985
810	0.01116297343
811	0.01115261182
812	0.01114002371
813	0.01112506361
814	0.01111280477
815	0.01109456186
816	0.01107931133
817	0.01106122226
818	0.0110434366
819	0.01102432305
820	0.01100970705
821	0.01099840914
822	0.01097574566
823	0.01096085693
824	0.0109485284
825	0.01093310398
826	0.01091854139
827	0.01090548483
828	0.01089337508
829	0.01088133749
830	0.01087010425
831	0.01085584504
832	0.01084009441
833	0.01082720682
834	0.01081315152
835	0.01079897207
836	0.01078475273
837	0.01077151398
838	0.01075780767
839	0.01074202031
840	0.01072417271
841	0.01070984908
842	0.01069619181
843	0.01067915537
844	0.01066623382
845	0.01065291617
846	0.01064058896
847	0.01062446875
848	0.01061313843
849	0.01059790827
850	0.01058239661
851	0.01056891026
852	0.01055755558
853	0.01053191971
854	0.01052054477
855	0.01050825406
856	0.01049780656
857	0.01048507972
858	0.01047078661
859	0.0104601332
860	0.01044712103
861	0.01043194126
862	0.01041623868
863	0.01040315364
864	0.01039025416
865	0.0103677225
866	0.01034753629
867	0.01032766128
868	0.01031461175
869	0.01030079587
870	0.01028815282
871	0.01027084598
872	0.01024968351
873	0.010237025
874	0.01022250896
875	0.01020818552
876	0.01019796173
877	0.0101841707
878	0.01016625988
879	0.01015503458
880	0.01014201721
881	0.01013107242
882	0.01011943508
883	0.01009747425
884	0.01008663497
885	0.01007335761
886	0.0100608335
887	0.01004735794
888	0.01003504215
889	0.01002255555
890	0.01000630299
891	0.009994154399
892	0.009981428783
893	0.009968519262
894	0.009956973248
895	0.009944777497
896	0.00992969695
897	0.009917803929
898	0.009905070795
899	0.009893474455
900	0.009883067903
901	0.009874564796
902	0.009862986499
903	0.009851428971
904	0.009839806077
905	0.009827395191
906	0.009816301789
907	0.009806402842
908	0.009792766723
909	0.009782119344
910	0.00977025933
911	0.009759747408
912	0.009744531868
913	0.009733180412
914	0.009720687292
915	0.009708181436
916	0.009696598609
917	0.009682070632
918	0.009669312751
919	0.009658438275
920	0.009646936757
921	0.009635003576
922	0.009624301714
923	0.009613855885
924	0.009601219229
925	0.009588663019
926	0.009579038848
927	0.009565999642
928	0.009554728896
929	0.009543719703
930	0.009533513833
931	0.009523518716
932	0.009513637092
933	0.009503924012
934	0.009492629224
935	0.009480569243
936	0.009470441459
937	0.009460036499
938	0.009451358602
939	0.009438130819
940	0.009427015297
941	0.009417378676
942	0.009407849702
943	0.009397507882
944	0.009387039091
945	0.00937699415
946	0.009364699162
947	0.009353634952
948	0.009343015017
949	0.009335361043
950	0.00932607268
951	0.009318001371
952	0.009305729896
953	0.00929613515
954	0.009288559114
955	0.009278535378
956	0.00926907553
957	0.009260458544
958	0.009250387703
959	0.009238794147
960	0.00922897952
961	0.00922033779
962	0.00921027295
963	0.009203284752
964	0.009191315675
965	0.009181045959
966	0.009170231614
967	0.009159171602
968	0.009148444891
969	0.009139725766
970	0.009128130386
971	0.009118434096
972	0.009107785624
973	0.009096924296
974	0.009086560815
975	0.00907647535
976	0.009068204302
977	0.009060443738
978	0.009050318353
979	0.009043096474
980	0.009032390658
981	0.009022618306
982	0.009012671787
983	0.009001988262
984	0.008992611925
985	0.008982933702
986	0.008973634641
987	0.008964675998
988	0.00895531976
989	0.008944722056
990	0.00893650136
991	0.008924980016
992	0.008914435848
993	0.008906093517
994	0.008896475811
995	0.008887674256
996	0.008878318716
997	0.008868397578
998	0.008860544398
999	0.008852017864
